name;empty;deterministic;inherently weak;semi deterministic;terminal;unambiguous;weak;very weak;
automata/from_ltl/literature_det/16.hoa;0;1;1;1;1;1;1;1;
automata/from_ltl/literature_det/17.hoa;0;1;0;1;0;1;0;0;
automata/from_ltl/literature_det/18.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det/19.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det/2.hoa;0;1;1;1;1;1;1;1;
automata/from_ltl/literature_det/20.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det/21.hoa;0;1;1;1;1;1;1;1;
automata/from_ltl/literature_det/22.hoa;0;1;1;1;1;1;1;1;
automata/from_ltl/literature_det/23.hoa;0;1;1;1;1;1;1;1;
automata/from_ltl/literature_det/24.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det/25.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det/26.hoa;0;1;1;1;1;1;1;1;
automata/from_ltl/literature_det/27.hoa;0;1;1;1;1;1;1;1;
automata/from_ltl/literature_det/28.hoa;0;1;1;1;1;1;1;1;
automata/from_ltl/literature_det/29.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det/3.hoa;0;1;1;1;1;1;1;1;
automata/from_ltl/literature_det/30.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det/31.hoa;0;0;1;1;0;0;1;1;
automata/from_ltl/literature_det/32.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det/33.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det/34.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det/35.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det/36.hoa;0;1;0;1;0;1;0;0;
automata/from_ltl/literature_det/37.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det/38.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det/39.hoa;0;1;0;1;0;1;0;0;
automata/from_ltl/literature_det/4.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det/40.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det/41.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det/42.hoa;0;1;1;1;1;1;1;1;
automata/from_ltl/literature_det/43.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det/44.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det/45.hoa;0;1;1;1;1;1;1;1;
automata/from_ltl/literature_det/46.hoa;0;0;1;0;0;0;1;1;
automata/from_ltl/literature_det/47.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det/48.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det/49.hoa;0;0;1;1;1;0;1;0;
automata/from_ltl/literature_det/5.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det/50.hoa;0;1;1;1;1;1;1;1;
automata/from_ltl/literature_det/51.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det/52.hoa;0;1;1;1;1;1;1;1;
automata/from_ltl/literature_det/53.hoa;0;1;1;1;1;1;1;1;
automata/from_ltl/literature_det/54.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det/55.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det/56.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det/57.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det/58.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det/59.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det/6.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det/60.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det/61.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det/62.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det/63.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det/64.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det/65.hoa;0;1;0;1;0;1;0;0;
automata/from_ltl/literature_det/66.hoa;0;1;1;1;1;1;1;1;
automata/from_ltl/literature_det/67.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det/68.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det/69.hoa;0;0;1;1;1;0;1;1;
automata/from_ltl/literature_det/7.hoa;0;1;1;1;1;1;1;1;
automata/from_ltl/literature_det/70.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det/71.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det/72.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det/73.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det/74.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det/75.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det/76.hoa;0;1;0;1;0;1;0;0;
automata/from_ltl/literature_det/77.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det/78.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det/79.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det/8.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det/80.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det/81.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det/82.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det/83.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det/84.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det/85.hoa;0;1;0;1;0;1;0;0;
automata/from_ltl/literature_det/86.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det/87.hoa;0;1;0;1;0;1;0;0;
automata/from_ltl/literature_det/88.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det/89.hoa;0;1;0;1;0;1;0;0;
automata/from_ltl/literature_det/9.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det/90.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det/91.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det/92.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det/93.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det/94.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det/95.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det/96.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det/97.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det/98.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det/99.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det_red/1.hoa;0;1;1;1;1;1;1;1;
automata/from_ltl/literature_det_red/10.hoa;0;1;1;1;1;1;1;1;
automata/from_ltl/literature_det_red/100.hoa;0;1;0;1;0;1;0;0;
automata/from_ltl/literature_det_red/101.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det_red/102.hoa;0;1;0;1;0;1;0;0;
automata/from_ltl/literature_det_red/103.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det_red/104.hoa;0;1;0;1;0;1;0;0;
automata/from_ltl/literature_det_red/105.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det_red/106.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det_red/107.hoa;0;1;0;1;0;1;0;0;
automata/from_ltl/literature_det_red/108.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det_red/109.hoa;0;0;1;1;1;0;1;1;
automata/from_ltl/literature_det_red/11.hoa;0;1;1;1;1;1;1;1;
automata/from_ltl/literature_det_red/110.hoa;0;0;1;1;1;0;1;1;
automata/from_ltl/literature_det_red/111.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det_red/112.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det_red/113.hoa;0;1;0;1;0;1;0;0;
automata/from_ltl/literature_det_red/114.hoa;0;1;0;1;0;1;0;0;
automata/from_ltl/literature_det_red/115.hoa;0;1;0;1;0;1;0;0;
automata/from_ltl/literature_det_red/116.hoa;0;1;1;1;1;1;1;1;
automata/from_ltl/literature_det_red/117.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det_red/118.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det_red/119.hoa;0;1;0;1;0;1;0;0;
automata/from_ltl/literature_det_red/12.hoa;0;1;1;1;1;1;1;1;
automata/from_ltl/literature_det_red/120.hoa;0;1;1;1;1;1;1;1;
automata/from_ltl/literature_det_red/121.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det_red/122.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det_red/123.hoa;0;1;0;1;0;1;0;0;
automata/from_ltl/literature_det_red/124.hoa;0;1;0;1;0;1;0;0;
automata/from_ltl/literature_det_red/125.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det_red/126.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det_red/127.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det_red/128.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det_red/129.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det_red/13.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det_red/130.hoa;0;1;0;1;0;1;0;0;
automata/from_ltl/literature_det_red/131.hoa;0;1;0;1;0;1;0;0;
automata/from_ltl/literature_det_red/132.hoa;0;1;0;1;0;1;0;0;
automata/from_ltl/literature_det_red/133.hoa;0;1;0;1;0;1;0;0;
automata/from_ltl/literature_det_red/134.hoa;0;1;0;1;0;1;0;0;
automata/from_ltl/literature_det_red/135.hoa;0;0;0;0;0;0;0;0;
automata/from_ltl/literature_det_red/136.hoa;0;1;0;1;0;1;0;0;
automata/from_ltl/literature_det_red/137.hoa;0;1;0;1;0;1;0;0;
automata/from_ltl/literature_det_red/138.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det_red/139.hoa;0;1;0;1;0;1;0;0;
automata/from_ltl/literature_det_red/14.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det_red/140.hoa;0;1;0;1;0;1;0;0;
automata/from_ltl/literature_det_red/141.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det_red/142.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det_red/143.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det_red/144.hoa;0;1;0;1;0;1;0;0;
automata/from_ltl/literature_det_red/145.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det_red/146.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det_red/147.hoa;0;0;1;0;0;0;1;0;
automata/from_ltl/literature_det_red/148.hoa;0;0;1;0;0;0;1;0;
automata/from_ltl/literature_det_red/149.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det_red/15.hoa;0;1;1;1;1;1;1;1;
automata/from_ltl/literature_det_red/150.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det_red/151.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det_red/152.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det_red/16.hoa;0;1;1;1;1;1;1;1;
automata/from_ltl/literature_det_red/17.hoa;0;1;0;1;0;1;0;0;
automata/from_ltl/literature_det_red/18.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det_red/19.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det_red/2.hoa;0;1;1;1;1;1;1;1;
automata/from_ltl/literature_det_red/20.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det_red/21.hoa;0;1;1;1;1;1;1;1;
automata/from_ltl/literature_det_red/22.hoa;0;1;1;1;1;1;1;1;
automata/from_ltl/literature_det_red/23.hoa;0;1;1;1;1;1;1;1;
automata/from_ltl/literature_det_red/24.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det_red/25.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det_red/26.hoa;0;1;1;1;1;1;1;1;
automata/from_ltl/literature_det_red/27.hoa;0;1;1;1;1;1;1;1;
automata/from_ltl/literature_det_red/28.hoa;0;1;1;1;1;1;1;1;
automata/from_ltl/literature_det_red/29.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det_red/3.hoa;0;1;1;1;1;1;1;1;
automata/from_ltl/literature_det_red/30.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det_red/31.hoa;0;0;1;1;0;0;1;1;
automata/from_ltl/literature_det_red/32.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det_red/33.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det_red/34.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det_red/35.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det_red/36.hoa;0;1;0;1;0;1;0;0;
automata/from_ltl/literature_det_red/37.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det_red/38.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det_red/39.hoa;0;1;0;1;0;1;0;0;
automata/from_ltl/literature_det_red/4.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det_red/40.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det_red/41.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det_red/42.hoa;0;1;1;1;1;1;1;1;
automata/from_ltl/literature_det_red/43.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det_red/44.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det_red/45.hoa;0;1;1;1;1;1;1;1;
automata/from_ltl/literature_det_red/46.hoa;0;0;1;0;0;0;1;1;
automata/from_ltl/literature_det_red/47.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det_red/48.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det_red/49.hoa;0;0;1;1;1;0;1;0;
automata/from_ltl/literature_det_red/5.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det_red/50.hoa;0;1;1;1;1;1;1;1;
automata/from_ltl/literature_det_red/51.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det_red/52.hoa;0;1;1;1;1;1;1;1;
automata/from_ltl/literature_det_red/53.hoa;0;1;1;1;1;1;1;1;
automata/from_ltl/literature_det_red/54.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det_red/55.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det_red/56.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det_red/57.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det_red/58.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det_red/59.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det_red/6.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det_red/60.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det_red/61.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det_red/62.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det_red/63.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det_red/64.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det_red/65.hoa;0;1;0;1;0;1;0;0;
automata/from_ltl/literature_det_red/66.hoa;0;1;1;1;1;1;1;1;
automata/from_ltl/literature_det_red/67.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det_red/68.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det_red/69.hoa;0;0;1;1;1;0;1;1;
automata/from_ltl/literature_det_red/7.hoa;0;1;1;1;1;1;1;1;
automata/from_ltl/literature_det_red/70.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det_red/71.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det_red/72.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det_red/73.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det_red/74.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det_red/75.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det_red/76.hoa;0;1;0;1;0;1;0;0;
automata/from_ltl/literature_det_red/77.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det_red/78.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det_red/79.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det_red/8.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det_red/80.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det_red/81.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det_red/82.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det_red/83.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det_red/84.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det_red/85.hoa;0;1;0;1;0;1;0;0;
automata/from_ltl/literature_det_red/86.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det_red/87.hoa;0;1;0;1;0;1;0;0;
automata/from_ltl/literature_det_red/88.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det_red/89.hoa;0;1;0;1;0;1;0;0;
automata/from_ltl/literature_det_red/9.hoa;0;1;1;1;1;1;1;0;
automata/from_ltl/literature_det_red/90.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det_red/91.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det_red/92.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det_red/93.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det_red/94.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det_red/95.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det_red/96.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det_red/97.hoa;0;1;1;1;0;1;1;1;
automata/from_ltl/literature_det_red/98.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_det_red/99.hoa;0;1;1;1;0;1;1;0;
automata/from_ltl/literature_nd/1.hoa;0;0;0;0;0;0;0;0;
automata/from_ltl/literature_nd/10.hoa;0;0;0;0;0;0;0;0;
automata/from_ltl/literature_nd/11.hoa;0;0;0;0;0;0;0;0;
automata/from_ltl/literature_nd/12.hoa;0;0;1;0;0;0;1;1;
automata/from_ltl/literature_nd/13.hoa;0;0;0;0;0;1;0;0;
automata/from_ltl/literature_nd/14.hoa;0;0;0;0;0;0;0;0;
automata/from_ltl/literature_nd/15.hoa;0;0;0;0;0;0;0;0;
automata/from_ltl/literature_nd/16.hoa;0;0;0;0;0;0;0;0;
automata/from_ltl/literature_nd/17.hoa;0;0;0;0;0;0;0;0;
automata/from_ltl/literature_nd/18.hoa;0;0;0;0;0;0;0;0;
automata/from_ltl/literature_nd/19.hoa;0;0;0;0;0;0;0;0;
automata/from_ltl/literature_nd/2.hoa;0;0;0;0;0;0;0;0;
automata/from_ltl/literature_nd/20.hoa;0;0;0;0;0;0;0;0;
automata/from_ltl/literature_nd/3.hoa;0;0;0;0;0;0;0;0;
automata/from_ltl/literature_nd/4.hoa;0;0;1;0;0;0;1;1;
automata/from_ltl/literature_nd/5.hoa;0;0;1;0;0;0;1;1;
automata/from_ltl/literature_nd/6.hoa;0;0;0;0;0;0;0;0;
automata/from_ltl/literature_nd/7.hoa;0;0;0;0;0;0;0;0;
automata/from_ltl/literature_nd/8.hoa;0;0;0;0;0;0;0;0;
automata/from_ltl/literature_nd/9.hoa;0;0;0;0;0;0;0;0;
automata/from_ltl/literature_nd_red/1.hoa;0;0;0;0;0;0;0;0;
automata/from_ltl/literature_nd_red/10.hoa;0;0;0;0;0;0;0;0;
automata/from_ltl/literature_nd_red/11.hoa;0;0;0;0;0;0;0;0;
automata/from_ltl/literature_nd_red/12.hoa;0;0;1;0;0;0;1;1;
automata/from_ltl/literature_nd_red/13.hoa;0;0;0;0;0;1;0;0;
automata/from_ltl/literature_nd_red/14.hoa;0;0;0;0;0;0;0;0;
automata/from_ltl/literature_nd_red/15.hoa;0;0;0;0;0;0;0;0;
automata/from_ltl/literature_nd_red/16.hoa;0;0;0;0;0;0;0;0;
automata/from_ltl/literature_nd_red/17.hoa;0;0;0;0;0;0;0;0;
automata/from_ltl/literature_nd_red/18.hoa;0;0;0;0;0;0;0;0;
automata/from_ltl/literature_nd_red/19.hoa;0;0;0;0;0;0;0;0;
automata/from_ltl/literature_nd_red/2.hoa;0;0;0;0;0;0;0;0;
automata/from_ltl/literature_nd_red/20.hoa;0;0;0;0;0;0;0;0;
automata/from_ltl/literature_nd_red/3.hoa;0;0;0;0;0;0;0;0;
automata/from_ltl/literature_nd_red/4.hoa;0;0;1;0;0;0;1;1;
automata/from_ltl/literature_nd_red/5.hoa;0;0;1;0;0;0;1;1;
automata/from_ltl/literature_nd_red/6.hoa;0;0;0;0;0;0;0;0;
automata/from_ltl/literature_nd_red/7.hoa;0;0;0;0;0;0;0;0;
automata/from_ltl/literature_nd_red/8.hoa;0;0;0;0;0;0;0;0;
automata/from_ltl/literature_nd_red/9.hoa;0;0;0;0;0;0;0;0;
automata/from_ltl/literature_sd/1.hoa;0;0;1;1;0;0;1;1;
automata/from_ltl/literature_sd/10.hoa;0;0;1;1;0;0;1;1;
automata/from_ltl/literature_sd/11.hoa;0;0;1;1;0;0;1;0;
automata/from_ltl/literature_sd/12.hoa;0;0;1;1;0;0;1;1;
automata/from_ltl/literature_sd/13.hoa;0;0;0;1;0;0;0;0;
automata/from_ltl/literature_sd/14.hoa;0;0;1;1;0;0;1;1;
automata/from_ltl/literature_sd/15.hoa;0;0;1;1;0;0;1;1;
automata/from_ltl/literature_sd/16.hoa;0;0;1;1;0;0;1;1;
automata/from_ltl/literature_sd/17.hoa;0;0;0;1;0;0;0;0;
automata/from_ltl/literature_sd/18.hoa;0;0;0;1;0;0;0;0;
automata/from_ltl/literature_sd/19.hoa;0;0;0;1;0;0;0;0;
automata/from_ltl/literature_sd/2.hoa;0;0;1;1;0;0;1;1;
automata/from_ltl/literature_sd/20.hoa;0;0;1;1;0;0;1;1;
automata/from_ltl/literature_sd/21.hoa;0;0;1;1;0;0;1;1;
automata/from_ltl/literature_sd/22.hoa;0;0;0;1;0;0;0;0;
automata/from_ltl/literature_sd/23.hoa;0;0;0;1;0;0;0;0;
automata/from_ltl/literature_sd/24.hoa;0;0;1;1;0;0;1;1;
automata/from_ltl/literature_sd/25.hoa;0;0;1;1;0;0;1;1;
automata/from_ltl/literature_sd/26.hoa;0;0;1;1;0;0;1;1;
automata/from_ltl/literature_sd/27.hoa;0;0;1;1;0;0;1;1;
automata/from_ltl/literature_sd/28.hoa;0;0;1;1;0;0;1;1;
